image_id,fine_label
2996,42
2997,33
2998,27
2999,74
3000,29
3001,63
3002,55
3003,43
3004,19
3005,28
3006,55
3007,36
3008,65
3009,38
3010,12
3011,90
3012,58
3013,62
3014,60
3015,37
3016,96
3017,57
3018,8
3019,12
3020,1
3021,11
3022,37
3023,75
3024,45
3025,62
3026,82
3027,99
3028,54
3029,61
3030,26
3031,20
3032,6
3033,54
3034,77
3035,81
3036,33
3037,41
3038,72
3039,71
3040,76
3041,73
3042,99
3043,2
3044,69
3045,21
3046,71
3047,99
3048,95
3049,91
3050,57
3051,36
3052,77
3053,44
3054,54
3055,49
3056,38
3057,45
3058,25
3059,5
3060,95
3061,86
3062,44
3063,90
3064,71
3065,71
3066,80
3067,33
3068,58
3069,13
3070,83
3071,50
3072,82
3073,72
3074,20
3075,12
3076,80
3077,92
3078,21
3079,60
3080,6
3081,21
3082,47
3083,22
3084,6
3085,55
3086,27
3087,33
3088,11
3089,4
3090,28
3091,8
3092,63
3093,95
3094,30
3095,9
3096,50
3097,30
3098,85
3099,24
3100,16
3101,27
3102,91
3103,56
3104,91
3105,69
3106,85
3107,45
3108,66
3109,3
3110,30
3111,41
3112,82
3113,3
3114,30
3115,21
3116,15
3117,6
3118,21
3119,44
3120,37
3121,18
3122,96
3123,92
3124,29
3125,70
3126,8
3127,35
3128,71
3129,68
3130,66
3131,30
3132,36
3133,65
3134,16
3135,9
3136,45
3137,98
3138,29
3139,90
3140,57
3141,9
3142,31
3143,66
3144,8
3145,44
3146,84
3147,1
3148,23
3149,50
3150,68
3151,50
3152,9
3153,53
3154,23
3155,22
3156,55
3157,45
3158,99
3159,13
3160,20
3161,26
3162,36
3163,88
3164,36
3165,41
3166,17
3167,65
3168,79
3169,39
3170,44
3171,43
3172,3
3173,23
3174,24
3175,51
3176,31
3177,2
3178,54
3179,11
3180,63
3181,70
3182,29
3183,0
3184,23
3185,93
3186,91
3187,44
3188,42
3189,96
3190,51
3191,93
3192,68
3193,82
3194,95
3195,95
3196,24
3197,98
3198,68
3199,47
3200,44
3201,90
3202,2
3203,10
3204,82
3205,62
3206,58
3207,24
3208,84
3209,6
3210,64
3211,20
3212,48
3213,74
3214,8
3215,64
3216,14
3217,74
3218,15
3219,54
3220,48
3221,98
3222,0
3223,42
3224,25
3225,4
3226,34
3227,55
3228,71
3229,49
3230,31
3231,79
3232,50
3233,43
3234,73
3235,33
3236,87
3237,89
3238,71
3239,92
3240,43
3241,5
3242,23
3243,90
3244,93
3245,33
3246,73
3247,36
3248,73
3249,91
3250,74
3251,78
3252,96
3253,67
3254,58
3255,3
3256,11
3257,19
3258,91
3259,65
3260,39
3261,8
3262,13
3263,34
3264,48
3265,73
3266,15
3267,41
3268,64
3269,57
3270,48
3271,66
3272,44
3273,94
3274,30
3275,14
3276,81
3277,46
3278,97
3279,61
3280,45
3281,99
3282,93
3283,73
3284,79
3285,47
3286,28
3287,61
3288,55
3289,17
3290,98
3291,15
3292,40
3293,3
3294,13
3295,47
3296,20
3297,35
3298,46
3299,5
3300,65
3301,52
3302,57
3303,28
3304,82
3305,84
3306,34
3307,35
3308,84
3309,24
3310,9
3311,73
3312,49
3313,39
3314,27
3315,33
3316,38
3317,34
3318,55
3319,37
3320,10
3321,69
3322,14
3323,20
3324,81
3325,48
3326,60
3327,11
3328,32
3329,92
3330,10
3331,52
3332,68
3333,53
3334,18
3335,49
3336,71
3337,32
3338,34
3339,62
3340,18
3341,26
3342,39
3343,18
3344,91
3345,53
3346,43
3347,16
3348,39
3349,21
3350,90
3351,87
3352,50
3353,24
3354,86
3355,47
3356,82
3357,32
3358,76
3359,18
3360,92
3361,57
3362,82
3363,55
3364,3
3365,17
3366,49
3367,99
3368,68
3369,39
3370,77
3371,61
3372,39
3373,45
3374,64
3375,46
3376,10
3377,70
3378,11
3379,41
3380,86
3381,41
3382,35
3383,21
3384,21
3385,43
3386,41
3387,92
3388,86
3389,70
3390,97
3391,86
3392,79
3393,37
3394,44
3395,30
3396,49
3397,5
3398,51
3399,39
3400,10
3401,67
3402,83
3403,97
3404,42
3405,98
3406,86
3407,26
3408,20
3409,6
3410,23
3411,79
3412,13
3413,39
3414,68
3415,23
3416,10
3417,82
3418,74
3419,79
3420,14
3421,26
3422,50
3423,76
3424,78
3425,18
3426,86
3427,24
3428,19
3429,65
3430,84
3431,80
3432,10
3433,93
3434,49
3435,19
3436,1
3437,45
3438,48
3439,95
3440,76
3441,41
3442,52
3443,55
3444,3
3445,8
3446,49
3447,93
3448,72
3449,52
3450,58
3451,39
3452,19
3453,67
3454,37
3455,22
3456,48
3457,99
3458,26
3459,28
3460,62
3461,46
3462,27
3463,88
3464,72
3465,64
3466,80
3467,70
3468,49
3469,19
3470,31
3471,28
3472,11
3473,1
3474,88
3475,56
3476,16
3477,78
3478,97
3479,92
3480,0
3481,86
3482,75
3483,52
3484,29
3485,39
3486,85
3487,33
3488,11
3489,30
3490,0
3491,16
3492,54
3493,4
3494,13
3495,52
3496,98
3497,38
3498,18
3499,25
3500,26
3501,87
3502,72
3503,72
3504,67
3505,23
3506,54
3507,11
3508,9
3509,97
3510,1
3511,72
3512,37
3513,23
3514,59
3515,58
3516,96
3517,4
3518,11
3519,37
3520,44
3521,20
3522,10
3523,31
3524,53
3525,86
3526,11
3527,48
3528,31
3529,47
3530,46
3531,11
3532,74
3533,44
3534,88
3535,83
3536,25
3537,19
3538,54
3539,1
3540,61
3541,99
3542,8
3543,61
3544,18
3545,44
3546,88
3547,65
3548,85
3549,42
3550,29
3551,3
3552,76
3553,36
3554,22
3555,5
3556,77
3557,40
3558,53
3559,25
3560,56
3561,79
3562,34
3563,37
3564,34
3565,28
3566,21
3567,46
3568,15
3569,74
3570,95
3571,61
3572,54
3573,44
3574,53
3575,87
3576,62
3577,32
3578,85
3579,87
3580,91
3581,55
3582,56
3583,17
3584,72
3585,39
3586,81
3587,53
3588,2
3589,9
3590,62
3591,80
3592,61
3593,67
3594,49
3595,10
3596,47
3597,23
3598,8
3599,74
3600,51
3601,99
3602,87
3603,50
3604,56
3605,45
3606,12
3607,78
3608,75
3609,12
3610,58
3611,76
3612,84
3613,28
3614,74
3615,41
3616,0
3617,94
3618,13
3619,44
3620,41
3621,12
3622,21
3623,16
3624,50
3625,68
3626,64
3627,23
3628,60
3629,53
3630,48
3631,96
3632,21
3633,85
3634,46
3635,13
3636,0
3637,71
3638,48
3639,77
3640,67
3641,74
3642,54
3643,16
3644,76
3645,84
3646,24
3647,95
3648,92
3649,23
3650,78
3651,71
3652,98
3653,61
3654,25
3655,79
3656,70
3657,67
3658,46
3659,11
3660,96
3661,57
3662,6
3663,60
3664,33
3665,72
3666,47
3667,82
3668,4
3669,1
3670,17
3671,10
3672,13
3673,16
3674,85
3675,62
3676,73
3677,92
3678,76
3679,50
3680,2
3681,97
3682,25
3683,94
3684,74
3685,77
3686,1
3687,13
3688,69
3689,89
3690,64
3691,7
3692,64
3693,79
3694,17
3695,24
3696,0
3697,47
3698,7
3699,25
3700,52
3701,70
3702,76
3703,68
3704,97
3705,70
3706,14
3707,68
3708,99
3709,71
3710,42
3711,24
3712,94
3713,40
3714,0
3715,23
3716,25
3717,17
3718,81
3719,16
3720,6
3721,88
3722,52
3723,84
3724,33
3725,44
3726,29
3727,66
3728,35
3729,72
3730,13
3731,18
3732,51
3733,87
3734,48
3735,60
3736,74
3737,86
3738,34
3739,30
3740,11
3741,78
3742,62
3743,12
3744,59
3745,4
3746,8
3747,92
3748,40
3749,81
3750,44
3751,6
3752,16
3753,73
3754,80
3755,63
3756,5
3757,48
3758,7
3759,26
3760,46
3761,1
3762,98
3763,1
3764,6
3765,40
3766,33
3767,28
3768,80
3769,68
3770,73
3771,10
3772,21
3773,47
3774,17
3775,16
3776,27
3777,17
3778,3
3779,97
3780,7
3781,82
3782,81
3783,69
3784,58
3785,39
3786,61
3787,54
3788,45
3789,29
3790,32
3791,19
3792,43
3793,46
3794,50
3795,10
3796,87
3797,24
3798,54
3799,16
3800,57
3801,3
3802,57
3803,58
3804,21
3805,99
3806,12
3807,33
3808,13
3809,1
3810,60
3811,50
3812,36
3813,95
3814,86
3815,78
3816,4
3817,9
3818,80
3819,21
3820,53
3821,9
3822,9
3823,10
3824,52
3825,74
3826,8
3827,38
3828,19
3829,43
3830,24
3831,58
3832,80
3833,20
3834,88
3835,94
3836,7
3837,11
3838,32
3839,85
3840,49
3841,83
3842,29
3843,51
3844,88
3845,31
3846,26
3847,64
3848,82
3849,26
3850,13
3851,55
3852,57
3853,23
3854,47
3855,64
3856,12
3857,35
3858,98
3859,81
3860,53
3861,57
3862,29
3863,58
3864,17
3865,1
3866,96
3867,90
3868,94
3869,81
3870,7
3871,44
3872,50
3873,10
3874,15
3875,20
3876,76
3877,84
3878,24
3879,3
3880,37
3881,48
3882,91
3883,76
3884,41
3885,25
3886,61
3887,82
3888,51
3889,40
3890,65
3891,42
3892,59
3893,41
3894,21
3895,70
3896,62
3897,81
3898,12
3899,90
3900,99
3901,92
3902,45
3903,68
3904,80
3905,2
3906,3
3907,35
3908,97
3909,59
3910,55
3911,81
3912,86
3913,18
3914,35
3915,47
3916,16
3917,31
3918,80
3919,34
3920,11
3921,18
3922,65
3923,57
3924,72
3925,37
3926,41
3927,94
3928,98
3929,41
3930,6
3931,3
3932,38
3933,85
3934,9
3935,97
3936,96
3937,10
3938,94
3939,39
3940,88
3941,87
3942,48
3943,17
3944,18
3945,68
3946,2
3947,5
3948,71
3949,55
3950,10
3951,77
3952,10
3953,90
3954,68
3955,52
3956,40
3957,53
3958,57
3959,74
3960,93
3961,78
3962,54
3963,80
3964,57
3965,9
3966,36
3967,19
3968,8
3969,24
3970,59
3971,49
3972,79
3973,28
3974,78
3975,53
3976,57
3977,10
3978,5
3979,54
3980,65
3981,49
3982,89
3983,58
3984,92
3985,84
3986,19
3987,97
3988,60
3989,31
3990,7
3991,85
3992,51
3993,81
3994,37
3995,72
3996,58
3997,47
3998,88
3999,74
4000,66
4001,92
4002,14
4003,96
4004,51
4005,24
4006,87
4007,52
4008,62
4009,10
4010,61
4011,34
4012,40
4013,83
4014,43
4015,56
4016,75
4017,66
4018,47
4019,30
4020,10
4021,73
4022,91
4023,65
4024,30
4025,58
4026,89
4027,39
4028,80
4029,10
4030,33
4031,51
4032,15
4033,24
4034,90
4035,31
4036,83
4037,57
4038,96
4039,0
4040,95
4041,36
4042,19
4043,55
4044,26
4045,72
4046,42
4047,62
4048,52
4049,3
4050,2
4051,95
4052,77
4053,13
4054,95
4055,7
4056,48
4057,46
4058,53
4059,96
4060,67
4061,79
4062,49
4063,68
4064,39
4065,57
4066,6
4067,39
4068,10
4069,29
4070,76
4071,14
4072,24
4073,99
4074,87
4075,46
4076,42
4077,79
4078,52
4079,12
4080,25
4081,21
4082,69
4083,95
4084,46
4085,59
4086,82
4087,75
4088,71
4089,64
4090,73
4091,47
4092,78
4093,65
4094,48
4095,97
4096,39
4097,85
4098,20
4099,64
4100,61
4101,98
4102,19
4103,74
4104,96
4105,88
4106,64
4107,11
4108,62
4109,30
4110,85
4111,27
4112,76
4113,69
4114,35
4115,34
4116,14
4117,96
4118,97
4119,46
4120,72
4121,22
4122,44
4123,91
4124,27
4125,82
4126,52
4127,58
4128,67
4129,22
4130,93
4131,18
4132,69
4133,94
4134,28
4135,85
4136,41
4137,23
4138,19
4139,18
4140,4
4141,65
4142,74
4143,22
4144,26
4145,70
4146,67
4147,84
4148,73
4149,30
4150,91
4151,95
4152,44
4153,46
4154,96
4155,65
4156,9
4157,19
4158,0
4159,74
4160,58
4161,18
4162,32
4163,68
4164,90
4165,74
4166,63
4167,25
4168,70
4169,23
4170,86
4171,40
4172,62
4173,50
4174,31
4175,84
4176,41
4177,9
4178,13
4179,10
4180,62
4181,37
4182,80
4183,78
4184,17
4185,47
4186,42
4187,74
4188,54
4189,24
4190,86
4191,43
4192,55
4193,81
4194,39
4195,73
4196,31
4197,64
4198,78
4199,71
4200,4
4201,42
4202,35
4203,19
4204,66
4205,67
4206,58
4207,25
4208,31
4209,34
4210,1
4211,13
4212,64
4213,36
4214,61
4215,46
4216,96
4217,89
4218,48
4219,70
4220,47
4221,17
4222,89
4223,73
4224,81
4225,56
4226,58
4227,18
4228,69
4229,44
4230,2
4231,89
4232,4
4233,99
4234,72
4235,85
4236,50
4237,66
4238,51
4239,59
4240,56
4241,85
4242,13
4243,72
4244,41
4245,86
4246,86
4247,14
4248,19
4249,33
4250,9
4251,85
4252,83
4253,87
4254,10
4255,13
4256,92
4257,77
4258,33
4259,25
4260,34
4261,59
4262,12
4263,47
4264,27
4265,90
4266,94
4267,29
4268,47
4269,36
4270,79
4271,28
4272,58
4273,3
4274,22
4275,4
4276,83
4277,92
4278,46
4279,72
4280,55
4281,2
4282,52
4283,50
4284,68
4285,60
4286,27
4287,90
4288,38
4289,24
4290,62
4291,80
4292,33
4293,17
4294,59
4295,56
4296,52
4297,38
4298,1
4299,91
4300,36
4301,40
4302,22
4303,5
4304,31
4305,49
4306,34
4307,74
4308,31
4309,52
4310,59
4311,89
4312,64
4313,50
4314,8
4315,45
4316,62
4317,53
4318,9
4319,46
4320,71
4321,53
4322,14
4323,54
4324,34
4325,16
4326,53
4327,73
4328,35
4329,86
4330,73
4331,76
4332,23
4333,52
4334,26
4335,29
4336,40
4337,94
4338,24
4339,57
4340,90
4341,21
4342,54
4343,55
4344,76
4345,42
4346,44
4347,10
4348,98
4349,97
4350,45
4351,35
4352,64
4353,54
4354,14
4355,50
4356,73
4357,20
4358,85
4359,33
4360,8
4361,84
4362,13
4363,98
4364,8
4365,74
4366,2
4367,48
4368,96
4369,71
4370,89
4371,22
4372,24
4373,56
4374,34
4375,81
4376,68
4377,3
4378,61
4379,42
4380,35
4381,81
4382,19
4383,72
4384,1
4385,12
4386,35
4387,44
4388,49
4389,27
4390,81
4391,69
4392,56
4393,96
4394,74
4395,99
4396,57
4397,12
4398,97
4399,77
4400,90
4401,7
4402,3
4403,21
4404,65
4405,73
4406,35
4407,52
4408,38
4409,54
4410,23
4411,75
4412,88
4413,56
4414,84
4415,78
4416,26
4417,69
4418,9
4419,0
4420,95
4421,19
4422,49
4423,74
4424,0
4425,5
4426,86
4427,38
4428,60
4429,82
4430,50
4431,2
4432,17
4433,97
4434,44
4435,13
4436,28
4437,53
4438,55
4439,94
4440,21
4441,83
4442,6
4443,2
4444,72
4445,40
4446,24
4447,63
4448,57
4449,56
4450,71
4451,19
4452,7
4453,24
4454,63
4455,59
4456,54
4457,99
4458,28
4459,60
4460,78
4461,2
4462,94
4463,34
4464,15
4465,22
4466,76
4467,6
4468,33
4469,70
4470,57
4471,39
4472,59
4473,51
4474,37
4475,25
4476,37
4477,29
4478,82
4479,95
4480,85
4481,39
4482,1
4483,37
4484,78
4485,65
4486,1
4487,80
4488,45
4489,43
4490,48
4491,35
4492,23
4493,18
4494,50
4495,23
4496,71
4497,80
4498,81
4499,18
4500,92
4501,67
4502,31
4503,10
4504,41
4505,28
4506,64
4507,75
4508,75
4509,83
4510,81
4511,3
4512,31
4513,49
4514,63
4515,67
4516,56
4517,40
4518,50
4519,4
4520,8
4521,31
4522,71
4523,95
4524,42
4525,81
4526,60
4527,52
4528,26
4529,22
4530,37
4531,1
4532,51
4533,44
4534,67
4535,27
4536,67
4537,46
4538,81
4539,42
4540,68
4541,16
4542,85
4543,34
4544,60
4545,68
4546,36
4547,44
4548,67
4549,41
4550,75
4551,6
4552,65
4553,19
4554,79
4555,24
4556,2
4557,51
4558,14
4559,86
4560,29
4561,26
4562,70
4563,95
4564,66
4565,52
4566,67
4567,25
4568,4
4569,87
4570,42
4571,73
4572,63
4573,73
4574,50
4575,47
4576,27
4577,51
4578,70
4579,24
4580,37
4581,17
4582,31
4583,2
4584,9
4585,91
4586,23
4587,45
4588,10
4589,0
4590,31
4591,37
4592,24
4593,60
4594,37
4595,43
4596,37
4597,15
4598,34
4599,33
4600,60
4601,61
4602,18
4603,54
4604,85
4605,5
4606,11
4607,53
4608,44
4609,75
4610,42
4611,79
4612,92
4613,50
4614,79
4615,64
4616,73
4617,30
4618,61
4619,39
4620,86
4621,12
4622,89
4623,32
4624,78
4625,87
4626,1
4627,40
4628,58
4629,69
4630,26
4631,87
4632,83
4633,92
4634,0
4635,72
4636,80
4637,26
4638,90
4639,81
4640,44
4641,20
4642,0
4643,14
4644,54
4645,73
4646,34
4647,68
4648,42
4649,66
4650,47
4651,85
4652,53
4653,11
4654,70
4655,60
4656,3
4657,59
4658,18
4659,51
4660,8
4661,15
4662,39
4663,25
4664,99
4665,48
4666,16
4667,38
4668,59
4669,24
4670,97
4671,1
4672,40
4673,34
4674,50
4675,30
4676,53
4677,52
4678,5
4679,4
4680,97
4681,48
4682,30
4683,65
4684,94
4685,52
4686,43
4687,42
4688,98
4689,76
4690,39
4691,57
4692,44
4693,22
4694,62
4695,3
4696,11
4697,65
4698,73
4699,43
4700,81
4701,60
4702,16
4703,23
4704,53
4705,57
4706,38
4707,36
4708,60
4709,10
4710,40
4711,88
4712,8
4713,75
4714,51
4715,53
4716,67
4717,68
4718,10
4719,41
4720,73
4721,74
4722,66
4723,99
4724,81
4725,60
4726,99
4727,19
4728,70
4729,71
4730,7
4731,42
4732,57
4733,10
4734,18
4735,73
4736,11
4737,94
4738,58
4739,54
4740,64
4741,23
4742,46
4743,2
4744,4
4745,30
4746,34
4747,41
4748,37
4749,1
4750,6
4751,23
4752,60
4753,66
4754,48
4755,38
4756,26
4757,57
4758,7
4759,20
4760,58
4761,70
4762,33
4763,24
4764,7
4765,95
4766,91
4767,51
4768,12
4769,30
4770,72
4771,80
4772,42
4773,88
4774,30
4775,84
4776,94
4777,83
4778,11
4779,9
4780,43
4781,8
4782,55
4783,30
4784,68
4785,98
4786,73
4787,79
4788,0
4789,65
4790,28
4791,67
4792,53
4793,67
4794,33
4795,15
4796,76
4797,25
4798,67
4799,64
4800,42
4801,38
4802,15
4803,53
4804,75
4805,63
4806,62
4807,69
4808,17
4809,3
4810,60
4811,75
4812,50
4813,35
4814,51
4815,36
4816,17
4817,53
4818,47
4819,4
4820,76
4821,5
4822,61
4823,95
4824,86
4825,33
4826,60
4827,48
4828,2
4829,71
4830,25
4831,47
4832,73
4833,57
4834,73
4835,24
4836,38
4837,57
4838,91
4839,14
4840,13
4841,37
4842,43
4843,9
4844,14
4845,2
4846,84
4847,35
4848,25
4849,76
4850,83
4851,10
4852,8
4853,58
4854,80
4855,33
4856,7
4857,48
4858,64
4859,63
4860,68
4861,54
4862,38
4863,51
4864,29
4865,1
4866,53
4867,25
4868,72
4869,42
4870,1
4871,73
4872,62
4873,31
4874,14
4875,5
4876,11
4877,83
4878,30
4879,39
4880,80
4881,23
4882,11
4883,48
4884,52
4885,89
4886,0
4887,72
4888,5
4889,1
4890,33
4891,81
4892,70
4893,88
4894,5
4895,65
4896,6
4897,87
4898,65
4899,77
4900,28
4901,28
4902,40
4903,76
4904,57
4905,27
4906,74
4907,55
4908,85
4909,80
4910,92
4911,8
4912,26
4913,82
4914,99
4915,0
4916,38
4917,8
4918,60
4919,44
4920,20
4921,41
4922,46
4923,73
4924,95
4925,92
4926,88
4927,78
4928,73
4929,85
4930,31
4931,90
4932,1
4933,2
4934,47
4935,52
4936,16
4937,96
4938,10
4939,53
4940,23
4941,85
4942,9
4943,23
4944,39
4945,30
4946,76
4947,24
4948,38
4949,34
4950,60
4951,48
4952,26
4953,73
4954,60
4955,67
4956,4
4957,70
4958,31
4959,73
4960,30
4961,48
4962,18
4963,61
4964,34
4965,14
4966,76
4967,12
4968,88
4969,4
4970,92
4971,10
4972,76
4973,3
4974,54
4975,32
4976,1
4977,23
4978,37
4979,18
4980,71
4981,58
4982,22
4983,53
4984,8
4985,21
4986,91
4987,82
4988,72
4989,60
4990,28
4991,59
4992,8
4993,13
4994,38
4995,74
4996,28
4997,53
4998,34
4999,21
5000,64
5001,3
5002,8
5003,64
5004,54
5005,42
5006,96
5007,2
5008,61
5009,33
5010,58
5011,82
5012,53
5013,84
5014,68
5015,78
5016,53
5017,14
5018,22
5019,27
5020,40
5021,94
5022,88
5023,8
5024,52
5025,15
5026,62
5027,83
5028,94
5029,53
5030,12
5031,79
5032,13
5033,72
5034,46
5035,71
5036,32
5037,0
5038,3
5039,13
5040,62
5041,30
5042,91
5043,53
5044,6
5045,67
5046,65
5047,59
5048,29
5049,55
5050,49
5051,42
5052,11
5053,62
5054,5
5055,50
5056,54
5057,22
5058,42
5059,81
5060,11
5061,17
5062,48
5063,15
5064,99
5065,74
5066,58
5067,58
5068,68
5069,79
5070,96
5071,70
5072,37
5073,1
5074,97
5075,27
5076,34
5077,5
5078,60
5079,30
5080,41
5081,14
5082,12
5083,8
5084,15
5085,7
5086,58
5087,9
5088,77
5089,81
5090,22
5091,1
5092,58
5093,72
5094,49
5095,34
5096,14
5097,49
5098,18
5099,58
5100,41
5101,29
5102,72
5103,49
5104,78
5105,20
5106,9
5107,45
5108,62
5109,62
5110,33
5111,54
5112,49
5113,21
5114,41
5115,15
5116,92
5117,2
5118,16
5119,55
5120,49
5121,61
5122,26
5123,37
5124,74
5125,86
5126,94
5127,34
5128,58
5129,88
5130,83
5131,4
5132,73
5133,15
5134,44
5135,76
5136,30
5137,36
5138,74
5139,13
5140,38
5141,6
5142,14
5143,36
5144,29
5145,67
5146,53
5147,17
5148,78
5149,19
5150,89
5151,11
5152,13
5153,86
5154,31
5155,65
5156,93
5157,43
5158,50
5159,77
5160,97
5161,44
5162,74
5163,65
5164,35
5165,74
5166,97
5167,71
5168,31
5169,85
5170,4
5171,74
5172,95
5173,95
5174,10
5175,48
5176,93
5177,58
5178,29
5179,42
5180,77
5181,53
5182,19
5183,24
5184,92
5185,81
5186,2
5187,34
5188,30
5189,34
5190,68
5191,33
5192,11
5193,78
5194,69
5195,66
5196,28
5197,57
5198,18
5199,87
5200,74
5201,49
5202,11
5203,57
5204,44
5205,98
5206,18
5207,68
5208,0
5209,16
5210,78
5211,55
5212,56
5213,83
5214,84
5215,59
5216,31
5217,72
5218,38
5219,30
5220,46
5221,45
5222,96
5223,67
5224,50
5225,78
5226,15
5227,42
5228,91
5229,45
5230,77
5231,74
5232,70
5233,86
5234,23
5235,30
5236,26
5237,89
5238,55
5239,21
5240,25
5241,47
5242,90
5243,7
5244,80
5245,18
5246,40
5247,48
5248,12
5249,71
5250,34
5251,43
5252,21
5253,69
5254,59
5255,42
5256,79
5257,5
5258,83
5259,56
5260,20
5261,79
5262,50
5263,14
5264,90
5265,96
5266,54
5267,49
5268,76
5269,77
5270,81
5271,16
5272,22
5273,22
5274,95
5275,44
5276,95
5277,49
5278,29
5279,2
5280,40
5281,54
5282,57
5283,22
5284,68
5285,41
5286,25
5287,32
5288,83
5289,35
5290,4
5291,4
5292,86
5293,68
5294,23
5295,32
5296,65
5297,78
5298,76
5299,2
5300,8
5301,61
5302,23
5303,39
5304,27
5305,46
5306,8
5307,76
5308,3
5309,27
5310,47
5311,68
5312,3
5313,48
5314,22
5315,52
5316,63
5317,4
5318,13
5319,51
5320,34
5321,18
5322,33
5323,32
5324,13
5325,61
5326,60
5327,27
5328,77
5329,77
5330,31
5331,47
5332,79
5333,45
5334,20
5335,25
5336,22
5337,13
5338,77
5339,10
5340,19
5341,15
5342,41
5343,7
5344,87
5345,16
5346,80
5347,8
5348,45
5349,27
5350,98
5351,30
5352,64
5353,63
5354,74
5355,42
5356,73
5357,23
5358,16
5359,47
5360,81
5361,76
5362,92
5363,53
5364,5
5365,63
5366,14
5367,74
5368,24
5369,67
5370,76
5371,65
5372,92
5373,59
5374,66
5375,72
5376,83
5377,79
5378,41
5379,32
5380,22
5381,33
5382,3
5383,17
5384,78
5385,59
5386,8
5387,31
5388,38
5389,90
5390,22
5391,67
5392,18
5393,72
5394,52
5395,31
5396,19
5397,73
5398,58
5399,55
5400,67
5401,50
5402,94
5403,82
5404,33
5405,20
5406,68
5407,94
5408,59
5409,88
5410,17
5411,54
5412,92
5413,82
5414,69
5415,7
5416,87
5417,82
5418,83
5419,12
5420,40
5421,59
5422,94
5423,68
5424,72
5425,70
5426,73
5427,22
5428,33
5429,67
5430,61
5431,99
5432,83
5433,2
5434,32
5435,78
5436,48
5437,54
5438,51
5439,17
5440,1
5441,20
5442,31
5443,92
5444,76
5445,79
5446,88
5447,72
5448,88
5449,48
5450,6
5451,67
5452,6
5453,58
5454,73
5455,90
5456,26
5457,87
5458,23
5459,96
5460,76
5461,37
5462,17
5463,61
5464,55
5465,14
5466,52
5467,74
5468,11
5469,63
5470,65
5471,74
5472,7
5473,52
5474,49
5475,92
5476,72
5477,55
5478,90
5479,10
5480,54
5481,40
5482,19
5483,9
5484,72
5485,9
5486,87
5487,28
5488,70
5489,94
5490,34
5491,82
5492,57
5493,49
5494,98
5495,42
5496,52
5497,67
5498,37
5499,14
5500,32
5501,81
5502,16
5503,73
5504,22
5505,38
5506,11
5507,81
5508,19
5509,26
5510,67
5511,48
5512,4
5513,96
5514,10
5515,38
5516,73
5517,47
5518,32
5519,81
5520,47
5521,56
5522,93
5523,62
5524,26
5525,86
5526,15
5527,94
5528,82
5529,37
5530,48
5531,50
5532,80
5533,75
5534,76
5535,12
5536,42
5537,26
5538,38
5539,72
5540,7
5541,91
5542,70
5543,35
5544,15
5545,11
5546,9
5547,10
5548,4
5549,4
5550,70
5551,70
5552,56
5553,18
5554,11
5555,56
5556,82
5557,89
5558,10
5559,60
5560,47
5561,20
5562,82
5563,50
5564,21
5565,12
5566,33
5567,98
5568,64
5569,21
5570,19
5571,25
5572,86
5573,30
5574,53
5575,67
5576,83
5577,91
5578,60
5579,48
5580,47
5581,23
5582,92
5583,1
5584,94
5585,16
5586,14
5587,4
5588,74
5589,45
5590,11
5591,77
5592,21
5593,80
5594,4
5595,81
5596,62
5597,2
5598,44
5599,6
5600,76
5601,59
5602,40
5603,5
5604,42
5605,11
5606,33
5607,51
5608,92
5609,6
5610,74
5611,4
5612,80
5613,90
5614,40
5615,79
5616,40
5617,4
5618,81
5619,25
5620,80
5621,14
5622,90
5623,77
5624,28
5625,47
5626,63
5627,65
5628,44
5629,98
5630,52
5631,97
5632,9
5633,71
5634,46
5635,34
5636,88
5637,32
5638,97
5639,54
5640,84
5641,41
5642,2
5643,99
5644,67
5645,34
5646,71
5647,15
5648,77
5649,38
5650,50
5651,50
5652,5
5653,2
5654,8
5655,71
5656,29
5657,96
5658,71
5659,56
5660,98
5661,81
5662,59
5663,41
5664,53
5665,89
5666,5
5667,68
5668,12
5669,80
5670,65
5671,91
5672,20
5673,4
5674,9
5675,57
5676,69
5677,40
5678,38
5679,77
5680,30
5681,66
5682,55
5683,73
5684,57
5685,23
5686,76
5687,61
5688,66
5689,76
5690,16
5691,7
5692,43
5693,3
5694,30
5695,88
5696,47
5697,44
5698,12
5699,88
5700,18
5701,83
5702,49
5703,17
5704,86
5705,67
5706,7
5707,89
5708,16
5709,31
5710,69
5711,39
5712,19
5713,88
5714,49
5715,87
5716,62
5717,88
5718,70
5719,7
5720,7
5721,72
5722,64
5723,28
5724,69
5725,2
5726,58
5727,91
5728,74
5729,71
5730,78
5731,25
5732,47
5733,66
5734,76
5735,5
5736,14
5737,16
5738,75
5739,54
5740,6
5741,81
5742,67
5743,78
5744,16
5745,6
5746,9
5747,85
5748,39
5749,31
5750,15
5751,79
5752,90
5753,99
5754,34
5755,76
5756,16
5757,56
5758,99
5759,76
5760,69
5761,61
5762,36
5763,15
5764,93
5765,40
5766,61
5767,18
5768,80
5769,54
5770,52
5771,35
5772,90
5773,55
5774,19
5775,37
5776,39
5777,78
5778,54
5779,23
5780,68
5781,80
5782,30
5783,15
5784,92
5785,37
5786,26
5787,82
5788,88
5789,30
5790,26
5791,36
5792,91
5793,12
